,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,win_or_loss,points_per_poss,true_shooting_%,Off_reb_minus_TO,3-pointer,close,long-range,mid-range
585,35,76,10,27,26,34,10,35,45,17,20,13,19,8,106,99.2,99.2,106.8,98.8,3IN4,1,1.0685483870967742,0.5826737027264731,-9,27,26,0,17
586,35,86,11,31,17,23,12,32,44,20,25,12,19,10,98,99.2,99.2,98.8,106.8,3IN4,0,0.9879032258064515,0.509779442363712,-7,33,21,0,25
587,40,84,14,32,22,27,13,35,48,21,21,4,16,3,116,93.9,93.9,123.6,119.3,2,1,1.235356762513312,0.6049228201919066,-3,32,15,0,27
588,38,88,13,32,23,27,10,23,33,22,22,8,7,5,112,93.9,93.9,119.3,123.6,3IN4,0,1.1927582534611287,0.5606728073688426,3,32,15,0,21
589,45,92,14,34,14,18,8,27,35,26,22,17,10,5,118,100.5,100.5,117.4,112.4,2,1,1.1741293532338308,0.5904723779023219,-2,36,21,0,31
590,40,81,11,27,22,30,13,37,50,25,15,5,22,3,113,100.5,100.5,112.4,117.4,1,0,1.1243781094527363,0.5997876857749469,-9,27,24,0,22
591,37,80,10,31,18,28,8,35,43,26,27,9,19,5,102,100.2,100.2,101.8,98.8,B2B,1,1.0179640718562872,0.5524263431542461,-11,30,22,0,21
592,34,77,7,22,24,32,7,29,36,26,24,13,18,3,99,100.2,100.2,98.8,101.8,3IN4,0,0.9880239520958083,0.5434782608695652,-11,22,31,0,15
593,45,93,9,24,13,18,10,28,38,25,27,9,10,8,112,97.0,97.0,115.4,113.4,1,1,1.154639175257732,0.5548949663099485,0,25,22,1,38
594,35,83,7,23,33,38,15,35,50,16,17,8,15,11,110,97.0,97.0,113.4,115.4,3IN4,0,1.134020618556701,0.551544324107501,0,24,20,0,33
595,40,93,8,28,9,14,12,34,46,26,22,6,15,5,97,96.1,96.1,101.0,99.9,2,1,1.0093652445369408,0.4891085114965712,-3,28,28,0,34
596,30,73,6,24,30,34,7,36,43,16,16,4,14,7,96,96.1,96.1,99.9,101.0,1,0,0.9989594172736732,0.5457025920873123,-7,24,25,0,21
597,42,104,13,34,13,21,13,48,61,23,22,8,14,4,110,112.8,93.3,97.5,95.8,1,1,0.9751773049645391,0.48569410102437305,-1,34,29,1,36
598,39,99,10,32,20,21,6,48,54,21,15,7,13,7,108,112.8,93.3,95.8,97.5,3IN4-B2B,0,0.9574468085106383,0.49889135254988914,-7,32,30,0,33
599,42,99,11,32,11,12,10,32,42,27,20,7,11,4,106,99.8,99.8,106.2,107.2,3IN4,0,1.062124248496994,0.508247027234369,-1,37,29,0,27
600,34,76,12,38,27,31,7,39,46,20,14,8,17,7,107,99.8,99.8,107.2,106.2,2,1,1.0721442885771542,0.5968317715305667,-10,38,22,1,14
601,40,79,3,18,26,28,9,44,53,21,19,2,12,5,109,92.6,92.6,117.7,109.1,1,1,1.1771058315334775,0.5968024529128341,-3,18,21,0,34
602,38,80,13,32,18,29,11,28,39,26,18,5,12,7,107,90.1,90.1,118.8,112.1,1,1,1.1875693673695895,0.5767572229409228,-1,33,17,0,22
603,39,87,5,14,18,23,15,28,43,15,23,8,11,1,101,90.1,90.1,112.1,118.8,3IN4,0,1.120976692563818,0.5199752883031301,4,16,29,0,30
604,35,85,3,15,33,35,9,31,40,20,21,10,14,5,106,105.0,105.0,101.0,135.3,B2B,0,1.0095238095238095,0.5278884462151394,-5,16,18,0,47
605,54,104,14,37,20,26,16,38,54,45,22,12,11,13,142,105.0,105.0,135.3,101.0,1,1,1.3523809523809522,0.615038115038115,5,35,25,2,26
606,43,83,12,26,26,36,8,35,43,24,18,7,13,12,124,102.4,102.4,121.1,113.3,1,1,1.2109374999999998,0.6272764063132334,-5,25,16,1,37
607,44,93,11,23,17,24,10,32,42,20,25,5,12,2,116,102.4,102.4,113.3,121.1,B2B,0,1.1328124999999998,0.5600617999227501,-2,23,38,0,29
608,48,98,7,25,11,16,18,35,53,22,18,6,11,6,114,94.0,94.0,121.3,109.6,1,1,1.2127659574468086,0.5426504188880427,7,25,22,0,42
609,38,89,11,25,16,27,16,30,46,21,16,8,10,4,103,94.0,94.0,109.6,121.3,2,0,1.095744680851064,0.5105075337034101,6,25,25,0,36
610,33,75,2,15,23,32,9,36,45,15,20,6,14,7,91,93.9,93.9,96.9,108.7,4IN5-B2B,0,0.9691160809371671,0.5107768298158958,-5,15,21,0,37
611,40,88,8,21,14,21,9,35,44,24,23,10,9,5,102,93.9,93.9,108.7,96.9,1,1,1.0862619808306706,0.5244755244755245,0,21,26,0,37
612,32,82,14,41,13,26,9,36,45,21,27,5,16,7,91,98.8,98.8,92.1,97.2,4IN5-B2B,0,0.9210526315789475,0.48694349315068497,-7,41,22,0,16
613,33,86,2,17,28,35,12,41,53,18,25,8,13,5,96,98.8,98.8,97.2,92.1,3IN4-B2B,1,0.9716599190283401,0.47337278106508873,-1,19,35,1,29
614,39,74,11,24,16,19,3,32,35,21,20,8,11,3,105,90.4,90.4,116.1,100.7,B2B,1,1.1615044247787611,0.6374453618261292,-8,25,7,0,39
615,36,82,7,20,12,18,11,30,41,19,20,4,15,2,91,90.4,90.4,100.7,116.1,2,0,1.0066371681415929,0.5060053380782918,-4,21,19,0,39
616,39,84,6,18,21,25,12,29,41,14,28,5,17,0,105,96.0,96.0,109.4,116.7,2,0,1.0937500000000002,0.5526315789473685,-5,19,35,0,28
617,36,73,12,27,28,32,6,29,35,23,23,7,16,7,112,96.0,96.0,116.7,109.4,3IN4-B2B,1,1.1666666666666667,0.6430868167202572,-10,30,17,0,20
618,34,89,4,27,5,8,7,50,57,21,18,3,13,8,77,98.7,98.7,78.0,88.2,3IN4-B2B,0,0.7801418439716312,0.416126242974492,-6,27,19,0,39
619,30,88,6,21,21,29,5,46,51,13,11,7,6,2,87,98.7,98.7,88.2,78.0,1,1,0.8814589665653495,0.4317189360857483,-1,21,26,1,34
620,43,84,7,26,24,29,11,38,49,29,19,7,10,4,117,94.3,94.3,124.0,92.2,1,1,1.2407211028632026,0.6045886730053741,1,27,28,0,24
621,30,81,11,26,16,24,8,29,37,20,26,7,14,1,87,94.3,94.3,92.2,124.0,3IN4-B2B,0,0.9225874867444327,0.4750982961992136,-6,27,18,0,34
622,42,105,11,37,16,21,26,32,58,18,24,7,17,2,111,100.7,100.7,110.2,115.2,1,0,1.1022840119165838,0.48581932773109243,9,40,28,0,31
623,41,85,9,26,25,31,10,32,42,18,19,11,15,5,116,100.7,100.7,115.2,110.2,1,1,1.1519364448857994,0.5879967558799676,-5,27,25,0,26
624,34,80,11,27,16,20,8,26,34,20,16,6,17,6,95,93.3,93.3,101.9,110.4,B2B,0,1.0182207931404075,0.5349099099099099,-9,28,19,0,25
625,43,88,4,19,13,15,14,33,47,27,20,9,14,9,103,93.3,93.3,110.4,101.9,1,1,1.1039657020364417,0.5443974630021142,0,18,30,0,27
626,37,85,17,40,16,19,10,34,44,25,22,7,16,4,107,97.1,97.1,110.2,118.5,1,0,1.1019567456230692,0.573050556983719,-6,40,22,0,20
627,40,77,10,24,25,37,5,36,41,19,13,8,10,7,115,97.1,97.1,118.5,110.2,1,1,1.184346035015448,0.6164236706689536,-5,24,21,0,30
628,34,87,5,20,22,27,14,25,39,14,22,13,28,4,95,107.7,107.7,88.2,124.4,1,0,0.8820798514391829,0.4803802588996764,-14,21,24,2,35
629,51,94,15,36,17,21,15,37,52,35,22,20,20,2,134,107.7,107.7,124.4,88.2,1,1,1.2441968430826371,0.6489732661759009,-5,36,35,0,15
630,39,80,22,40,26,31,10,36,46,23,18,11,12,4,126,93.8,93.8,134.3,100.2,1,1,1.3432835820895521,0.672789406236651,-2,41,20,0,16
631,35,87,11,31,13,15,13,30,43,22,22,6,16,3,94,93.8,93.8,100.2,134.3,3IN4-B2B,0,1.0021321961620469,0.5021367521367521,-3,32,20,0,33
632,47,84,10,22,16,21,6,35,41,28,23,10,14,3,120,99.5,99.5,120.7,89.5,2,1,1.2060301507537687,0.6435006435006435,-8,23,29,0,19
633,35,78,7,23,32,41,12,37,49,16,16,11,18,3,109,101.0,101.0,107.9,93.0,3IN4,1,1.0792079207920793,0.5674718867138693,-6,22,16,1,32
634,34,85,9,33,17,18,9,31,40,17,31,14,21,4,94,101.0,101.0,93.0,107.9,B2B,0,0.9306930693069307,0.5058114507102884,-12,32,22,1,25
635,42,88,7,30,24,29,12,33,45,32,24,12,11,4,115,95.4,95.4,120.6,102.7,1,1,1.2054507337526206,0.5706629614926558,1,29,17,1,27
636,36,91,8,26,18,24,17,29,46,15,24,4,14,2,98,95.4,95.4,102.7,120.6,2,0,1.0272536687631026,0.4824734147302087,3,26,16,0,37
637,45,88,9,28,11,15,16,27,43,19,26,3,14,2,110,91.1,91.1,120.8,136.1,1,0,1.2074643249176729,0.5813953488372093,2,30,21,0,28
638,43,87,12,27,26,33,16,26,42,25,19,5,9,5,124,91.1,91.1,136.1,120.8,2,1,1.3611416026344676,0.6107171000788022,7,27,22,0,17
639,31,76,7,32,16,24,14,31,45,24,24,8,29,2,85,96.3,96.3,88.3,95.6,3IN4-B2B,0,0.8826583592938733,0.49098890942698703,-15,31,18,1,25
640,35,78,6,19,16,17,8,27,35,21,20,11,19,3,92,96.3,96.3,95.6,88.3,3IN4,1,0.9553478712357217,0.5381375760411792,-11,20,16,0,38
641,25,82,7,28,29,40,13,39,52,13,23,6,12,3,86,95.6,95.6,90.0,92.1,3IN4-B2B,0,0.8995815899581591,0.4317269076305221,1,30,11,0,24
642,31,87,6,20,20,30,15,43,58,13,28,8,13,2,88,95.6,95.6,92.1,90.0,3IN4,1,0.9205020920502094,0.43912175648702595,2,22,25,0,34
643,39,91,12,40,9,13,11,35,46,27,20,8,10,8,99,92.5,92.5,107.1,95.2,3IN4,1,1.0702702702702702,0.5117866004962779,1,39,22,2,23
644,33,84,7,25,15,22,11,36,47,18,17,3,12,2,88,92.5,92.5,95.2,107.1,2,0,0.9513513513513514,0.46968403074295473,-1,27,29,0,22
645,39,80,12,29,16,23,9,38,47,26,23,10,17,4,106,98.0,98.0,108.1,101.0,3IN4-B2B,1,1.0816326530612244,0.5881047492232578,-8,30,22,0,24
646,37,89,10,38,15,21,12,34,46,20,22,8,15,2,99,98.0,98.0,101.0,108.1,3IN4,0,1.010204081632653,0.5038680781758957,-3,40,35,1,9
647,39,97,9,28,4,5,11,33,44,21,18,11,14,8,91,99.1,99.1,91.8,95.9,3IN4,0,0.9182643794147327,0.4586693548387097,-3,27,27,2,33
648,35,80,4,17,21,27,10,40,50,24,13,7,19,5,95,99.1,99.1,95.9,91.8,3IN4,1,0.9586276488395561,0.5169786678276013,-9,18,17,0,34
649,34,91,9,34,11,14,9,31,40,22,17,6,8,2,88,94.0,94.0,93.7,116.0,3IN4,0,0.9361702127659574,0.4528612597776863,1,34,21,0,32
650,41,85,9,22,18,23,13,46,59,23,13,4,13,5,109,94.0,94.0,116.0,93.7,1,1,1.1595744680851063,0.5729604709840201,0,23,30,0,28
651,31,90,6,27,16,21,23,23,46,18,18,6,15,3,84,88.8,88.8,94.6,128.4,3IN4,0,0.945945945945946,0.42321644498186217,8,29,24,0,30
652,46,83,9,24,13,19,11,36,47,23,16,7,11,9,114,88.8,88.8,128.4,94.6,1,1,1.2837837837837838,0.6239054290718039,0,26,23,0,24
653,34,82,9,20,24,27,8,42,50,12,22,9,11,2,101,95.9,95.9,105.3,98.0,B2B,1,1.0531803962460895,0.537920749893481,-3,23,21,0,36
654,31,83,17,42,15,22,8,38,46,24,18,5,14,4,94,95.9,95.9,98.0,105.3,1,0,0.9801876955161626,0.5071212775140267,-6,42,17,1,19
655,40,84,12,34,22,29,9,37,46,32,11,7,18,8,114,103.9,103.9,109.7,105.8,1,1,1.09720885466795,0.5890863993385697,-9,34,25,0,18
656,44,94,12,28,10,14,9,34,43,26,25,11,15,5,110,103.9,103.9,105.8,109.7,1,0,1.0587102983638113,0.5491214057507987,-6,28,29,0,33
657,36,92,11,42,19,30,16,36,52,26,24,9,15,1,102,101.1,101.1,100.9,97.9,1,1,1.0089020771513353,0.4847908745247148,1,40,32,2,4
658,34,81,7,28,24,31,9,37,46,18,19,9,18,5,99,101.1,101.1,97.9,100.9,3+,0,0.9792284866468844,0.5230346576500423,-9,28,32,0,15
659,42,84,14,29,19,23,11,31,42,23,23,6,7,1,117,89.0,89.0,131.4,101.1,3IN4,1,1.3146067415730338,0.6215469613259669,4,30,12,0,37
660,37,78,3,16,13,20,7,30,37,19,16,4,12,2,90,89.0,89.0,101.1,131.4,3IN4-B2B,0,1.0112359550561798,0.5184331797235023,-5,16,22,0,38
661,32,69,14,25,25,26,4,34,38,21,18,5,13,4,103,89.7,89.7,114.8,123.7,1,0,1.1482720178372352,0.6402287419194431,-9,25,12,1,18
662,45,95,13,30,16,21,9,35,44,26,24,8,8,9,119,103.4,103.4,115.1,111.2,3IN4,1,1.1508704061895552,0.5707981580967,1,32,31,0,24
663,40,87,9,26,26,34,10,39,49,18,21,4,16,2,115,103.4,103.4,111.2,115.1,1,0,1.1121856866537718,0.5639466457434288,-6,26,26,0,30
664,36,84,10,29,21,25,12,42,54,22,25,3,17,6,103,97.6,97.6,105.6,102.5,3IN4,1,1.0553278688524592,0.5421052631578948,-5,31,14,0,34
665,35,87,7,28,23,27,6,33,39,24,20,10,7,1,100,97.6,97.6,102.5,105.6,1,0,1.0245901639344264,0.505663430420712,-1,28,33,1,23
666,40,79,13,25,12,15,7,33,40,22,21,1,20,3,105,96.1,96.1,109.3,114.5,3IN4-B2B,0,1.0926118626430803,0.6133177570093459,-13,24,22,1,28
667,40,88,8,21,22,28,12,28,40,29,17,10,10,4,110,96.1,96.1,114.5,109.3,1,1,1.1446409989594173,0.5482456140350878,2,23,30,0,32
668,47,83,8,19,19,25,9,35,44,25,20,2,12,4,121,95.8,95.8,126.3,117.9,3IN4,1,1.2630480167014613,0.6436170212765957,-3,20,25,0,33
669,43,88,11,27,16,24,5,26,31,27,18,7,5,5,113,95.8,95.8,117.9,126.3,4IN5-B2B,0,1.1795407098121085,0.5732548701298701,0,28,13,0,43
670,40,82,16,37,15,16,9,32,41,22,20,6,19,4,111,96.5,96.5,115.0,122.3,3IN4,0,1.1502590673575128,0.6233153638814015,-10,37,19,0,21
671,40,83,15,29,23,28,10,29,39,24,13,11,13,9,118,96.5,96.5,122.3,115.0,3IN4-B2B,1,1.22279792746114,0.618967687788502,-3,29,18,0,33
672,39,86,10,27,17,24,12,27,39,24,24,5,14,0,105,95.8,95.8,109.6,121.1,3IN4-B2B,0,1.0960334029227559,0.5437033968516984,-2,30,12,1,28
673,42,73,13,31,19,28,7,33,40,25,24,8,18,2,116,95.8,95.8,121.1,109.6,3IN4-B2B,1,1.210855949895616,0.6797937177684014,-11,31,18,1,20
674,42,91,5,20,11,18,14,29,43,25,22,5,12,5,100,94.1,94.1,106.3,111.6,4IN5-B2B,0,1.0626992561105209,0.5054589567327133,2,21,30,0,34
675,38,84,1,8,28,31,12,35,47,17,15,8,11,6,105,94.1,94.1,111.6,106.3,1,1,1.1158342189160466,0.5376894715280622,1,9,23,0,40
676,34,77,9,27,12,20,10,32,42,15,23,6,23,8,89,97.6,97.6,91.2,112.7,3IN4,0,0.9118852459016394,0.5186480186480187,-13,26,17,1,22
677,38,87,8,26,26,29,11,36,47,23,19,10,12,5,110,97.6,97.6,112.7,91.2,1,1,1.127049180327869,0.5513231756214916,-1,26,17,1,35
678,37,74,19,37,16,22,10,38,48,31,16,4,15,1,109,86.8,86.8,125.6,100.3,3IN4-B2B,1,1.2557603686635945,0.6512906309751434,-5,41,18,0,7
679,36,87,7,27,22,25,11,36,47,21,16,6,16,2,101,102.0,102.0,99.0,127.4,2,0,0.9901960784313725,0.5153061224489796,-5,27,28,0,27
680,50,94,14,26,16,18,8,41,49,38,18,11,10,7,130,102.0,102.0,127.4,99.0,1,1,1.2745098039215688,0.6377551020408163,-2,26,17,0,43
681,34,90,9,26,7,13,12,22,34,17,14,10,10,4,84,91.0,91.0,92.3,114.3,3IN4-B2B,0,0.923076923076923,0.43877977434183035,2,27,31,0,27
682,37,77,13,29,17,18,13,41,54,23,16,9,22,10,104,91.0,91.0,114.3,92.3,1,1,1.1428571428571428,0.6123410268487989,-9,32,27,1,10
683,40,83,8,19,17,26,8,26,34,25,15,3,16,1,105,98.3,98.3,106.8,135.3,1,0,1.0681586978636826,0.5559085133418044,-8,22,11,0,42
684,54,94,17,36,8,9,9,31,40,34,22,10,10,2,133,98.3,98.3,135.3,106.8,2,1,1.353001017293998,0.6788485095957534,-1,38,15,0,31
685,38,68,7,17,14,17,5,37,42,24,13,11,20,4,97,90.2,90.2,107.5,87.5,2,1,1.0753880266075386,0.6425543190249072,-15,17,17,0,33
686,32,82,5,19,10,14,10,24,34,15,18,15,15,2,79,90.2,90.2,87.5,107.5,1,0,0.8758314855875832,0.44804900181488205,-5,19,19,0,41
687,40,90,11,32,5,8,12,28,40,28,22,9,14,4,96,92.2,92.2,104.1,107.4,1,0,1.0412147505422993,0.5132591958939264,-2,31,31,1,20
688,41,83,3,21,14,27,15,34,49,17,9,9,13,7,99,92.2,92.2,107.4,104.1,1,1,1.073752711496746,0.5217116357504216,2,21,36,1,18
689,38,83,13,32,27,30,6,31,37,30,24,9,9,4,116,95.5,95.5,121.5,113.1,4IN5-B2B,1,1.2146596858638745,0.6029106029106029,-3,31,22,1,27
690,36,81,9,24,27,36,16,35,51,17,21,3,15,2,108,95.5,95.5,113.1,121.5,3IN4,0,1.130890052356021,0.5576208178438662,1,24,27,0,29
691,38,97,16,40,28,35,14,35,49,24,27,12,12,4,120,107.0,96.9,112.2,111.2,3IN4-B2B,1,1.1214953271028039,0.5338078291814946,2,40,22,0,31
692,44,96,14,41,17,26,14,43,57,21,27,6,16,3,119,107.0,96.9,111.2,112.2,1,0,1.1121495327102806,0.5537974683544304,-2,44,21,0,26
693,41,84,10,22,26,31,8,36,44,21,15,9,11,11,118,100.1,100.1,117.9,111.9,1,1,1.1788211788211789,0.6042605489553462,-3,19,13,0,38
694,42,88,10,28,18,22,9,32,41,26,22,7,15,1,112,100.1,100.1,111.9,117.9,1,0,1.118881118881119,0.5733005733005733,-6,27,23,0,26
695,28,84,10,26,28,32,9,37,46,16,15,8,13,4,94,97.7,97.7,96.2,112.6,3IN4,0,0.9621289662231322,0.47920065252854815,-4,28,23,0,28
696,43,88,17,36,7,10,5,37,42,24,21,4,11,11,110,97.7,97.7,112.6,96.2,3IN4,1,1.1258955987717503,0.5952380952380952,-6,36,16,1,30
697,42,89,4,24,12,17,12,25,37,27,20,8,11,3,100,92.2,92.2,108.5,132.4,3IN4,0,1.0845986984815619,0.5182421227197347,1,22,23,1,30
698,42,81,14,25,24,28,14,32,46,26,18,7,14,2,122,92.2,92.2,132.4,108.5,2,1,1.3232104121475055,0.6536648092584656,0,27,19,0,25
699,39,84,5,23,18,22,10,27,37,17,22,8,15,1,101,97.3,97.3,103.8,115.1,1,0,1.038026721479959,0.5390691716481639,-5,23,32,0,25
700,45,88,9,26,13,19,11,36,47,25,18,6,15,3,112,97.3,97.3,115.1,103.8,3IN4,1,1.1510791366906474,0.5811540058115401,-4,26,17,0,40
701,42,80,7,20,27,36,6,35,41,21,27,9,20,4,118,107.0,107.0,110.2,114.0,1,0,1.1028037383177571,0.6156093489148581,-14,21,29,0,27
702,42,91,17,43,21,36,11,28,39,23,25,10,14,5,122,107.0,107.0,114.0,110.2,3IN4,1,1.1401869158878504,0.5709472107824785,-3,44,14,1,23
703,35,83,7,25,15,18,20,23,43,19,15,6,16,3,92,83.9,83.9,109.6,133.5,1,0,1.096543504171633,0.5059392872855257,4,30,29,0,17
704,44,87,10,21,22,25,13,29,42,25,24,6,16,7,120,97.4,97.4,123.1,124.2,1,0,1.2320328542094454,0.6122448979591837,-3,18,22,1,32
705,42,89,11,23,26,28,13,25,38,26,20,9,13,8,121,97.4,97.4,124.2,123.1,1,1,1.2422997946611907,0.5971180418476115,0,22,23,0,33
706,33,84,10,23,16,21,17,22,39,18,16,12,20,3,92,97.0,97.0,94.9,119.6,3IN4-B2B,0,0.9484536082474226,0.49335049335049336,-3,23,21,0,36
707,47,84,10,23,12,21,13,34,47,23,20,16,22,6,116,97.0,97.0,119.6,94.9,3IN4,1,1.1958762886597938,0.6220506220506221,-9,22,33,1,24
708,35,86,4,22,12,15,11,32,43,19,23,10,16,6,86,96.1,96.1,89.5,107.2,2,0,0.8949011446409989,0.46436285097192226,-5,22,20,1,33
709,37,81,12,31,17,23,10,36,46,21,16,8,18,4,103,96.1,96.1,107.2,89.5,2,1,1.0718002081165454,0.565188762071993,-8,32,13,0,26
710,51,87,15,34,14,20,5,23,28,36,17,8,9,5,131,97.1,97.1,134.9,123.6,2,1,1.349124613800206,0.6837160751565762,-4,36,20,0,26
711,45,89,11,28,19,21,13,32,45,29,16,6,15,4,120,97.1,97.1,123.6,134.9,3+,0,1.235839340885685,0.6107491856677525,-2,28,27,0,23
712,38,86,6,21,17,22,15,34,49,24,14,3,14,8,99,90.7,90.7,109.2,103.6,1,1,1.0915104740904078,0.5173494983277591,1,23,27,1,32
713,38,87,4,15,14,19,13,29,42,20,16,7,10,6,94,90.7,90.7,103.6,109.2,2,0,1.0363836824696804,0.4928691275167785,3,14,28,1,32
714,42,95,14,34,15,19,9,36,45,30,12,6,12,5,113,102.4,102.4,110.4,106.4,3IN4,1,1.103515625,0.5466331269349846,-3,34,29,1,27
715,39,82,14,35,17,21,6,39,45,26,18,12,17,11,109,102.4,102.4,106.4,110.4,3IN4,0,1.064453125,0.5973257343270496,-11,35,23,0,21
716,38,97,7,20,28,38,11,32,43,23,27,10,14,4,111,109.2,98.9,101.7,103.5,1,0,1.0164835164835162,0.48804080196975025,-3,21,23,1,44
717,38,93,9,30,28,33,16,45,61,13,28,9,18,7,113,109.2,98.9,103.5,101.7,1,1,1.0347985347985347,0.5254836309523809,-2,31,20,0,33
718,33,87,8,27,21,28,16,27,43,18,21,10,21,2,95,97.2,97.2,97.7,117.3,1,0,0.977366255144033,0.4782521143777689,-5,28,32,1,19
719,43,80,8,23,20,27,8,29,37,23,26,11,14,9,114,97.2,97.2,117.3,97.7,3IN4-B2B,1,1.1728395061728394,0.6203744013931215,-6,24,24,0,18
720,41,87,10,29,31,36,15,24,39,21,20,9,11,3,123,94.3,94.3,130.4,120.8,1,1,1.3043478260869565,0.5980163360560093,4,29,22,0,32
721,43,86,9,29,19,25,14,29,43,29,27,5,14,4,114,94.3,94.3,120.8,130.4,2,0,1.2089077412513256,0.5876288659793815,0,29,24,1,21
722,38,74,14,33,16,21,5,28,33,25,18,7,18,8,106,94.5,94.5,112.1,115.3,1,0,1.1216931216931216,0.6367131186929361,-13,32,15,1,25
723,45,87,5,18,14,17,12,29,41,27,18,15,14,3,109,94.5,94.5,115.3,112.1,1,1,1.1534391534391535,0.5768416596104996,-2,18,30,0,33
724,37,74,13,25,26,37,7,35,42,21,20,6,11,5,113,93.4,93.4,121.0,115.6,1,1,1.209850107066381,0.6258307487815684,-4,26,17,0,29
725,42,89,14,33,10,20,12,27,39,29,29,5,11,1,108,93.4,93.4,115.6,121.0,B2B,0,1.1563169164882228,0.5521472392638037,1,35,15,0,30
726,33,89,9,27,14,17,6,32,38,14,21,8,9,5,89,95.0,95.0,93.7,100.0,1,0,0.9368421052631579,0.46123548922056384,-3,30,23,0,33
727,37,82,7,25,14,25,14,44,58,23,16,4,15,6,95,95.0,95.0,100.0,93.7,1,1,1.0,0.510752688172043,-1,25,17,0,36
728,35,91,6,27,21,34,18,31,49,11,26,8,10,6,97,96.5,96.5,100.5,110.8,3IN4,0,1.005181347150259,0.4577198942997357,8,28,20,0,39
729,33,86,11,35,30,40,19,42,61,19,26,7,16,4,107,96.5,96.5,110.8,100.5,1,1,1.1088082901554404,0.5164092664092664,3,35,29,0,18
730,28,75,9,25,20,31,7,32,39,10,16,10,11,2,85,90.2,90.2,94.2,103.1,B2B,0,0.942350332594235,0.47946750902527074,-4,27,20,1,27
731,35,81,12,23,11,16,14,41,55,22,27,9,17,3,93,90.2,90.2,103.1,94.2,B2B,1,1.0310421286031042,0.528169014084507,-3,26,21,0,27
732,39,92,11,32,9,11,12,28,40,27,16,8,16,7,98,99.1,99.1,98.9,133.2,1,0,0.9889001009081736,0.5059892606361007,-4,32,23,0,32
733,50,85,22,42,10,16,8,39,47,40,11,8,16,5,132,99.1,99.1,133.2,98.9,1,1,1.3319878910191727,0.7170795306388527,-8,42,25,0,14
734,36,71,5,17,18,22,10,40,50,18,19,4,19,2,95,88.9,88.9,106.9,95.6,2,1,1.0686164229471318,0.5887456618740704,-9,18,15,0,30
735,30,82,6,19,23,27,13,25,38,14,18,4,10,3,89,87.5,87.5,101.7,124.6,3IN4-B2B,0,1.0171428571428571,0.47400937366851303,3,17,36,2,23
736,42,72,13,23,12,15,4,34,38,22,22,4,14,6,109,87.5,87.5,124.6,101.7,3+,1,1.2457142857142858,0.6933842239185751,-10,25,26,0,17
737,37,84,10,31,17,20,8,27,35,25,13,12,13,3,101,95.4,95.4,105.9,113.2,2,0,1.0587002096436058,0.5441810344827587,-5,31,24,0,23
738,44,80,8,22,12,14,5,33,38,33,17,9,16,3,108,95.4,95.4,113.2,105.9,3+,1,1.132075471698113,0.6267409470752089,-11,22,17,0,35
739,35,74,5,20,22,29,6,35,41,23,16,5,17,3,97,94.6,94.6,102.6,114.2,1,0,1.025369978858351,0.5590133702166897,-11,18,26,2,20
740,45,95,11,20,7,13,13,29,42,32,20,8,8,5,108,94.6,94.6,114.2,102.6,2,1,1.1416490486257926,0.5361397934868943,5,20,35,0,26
741,36,87,3,21,20,24,7,39,46,23,21,6,12,4,95,100.9,100.9,94.2,101.1,3IN4-B2B,0,0.9415262636273538,0.486879868798688,-5,23,22,0,39
742,36,85,10,27,20,28,11,44,55,23,16,7,16,8,102,100.9,100.9,101.1,94.2,1,1,1.0109018830525272,0.5240443896424168,-5,29,25,0,25
743,41,88,8,23,30,36,15,26,41,22,25,6,14,4,120,103.0,103.0,116.5,128.2,3IN4,0,1.16504854368932,0.5778120184899845,1,24,33,0,22
744,43,84,15,31,31,35,5,31,36,27,28,10,15,4,132,103.0,103.0,128.2,116.5,2,1,1.2815533980582523,0.663983903420523,-10,31,16,1,31
745,39,74,5,16,24,26,9,41,50,19,20,6,20,2,107,94.4,94.4,113.3,97.4,B2B,1,1.1334745762711864,0.6261704119850188,-11,17,30,0,23
746,34,85,10,27,14,18,11,24,35,15,25,9,14,3,92,94.4,94.4,97.4,113.3,1,0,0.9745762711864406,0.49504950495049505,-3,29,26,0,23
747,38,93,5,21,9,19,14,35,49,19,10,10,13,5,90,99.4,99.4,90.6,103.7,1,0,0.9054325955734406,0.44396211523283347,1,21,26,0,33
748,45,96,9,32,4,8,15,42,57,41,17,7,17,10,103,99.4,99.4,103.7,90.6,1,1,1.0362173038229374,0.517483922829582,-2,34,27,0,22
749,42,86,10,28,14,21,10,30,40,22,19,3,9,1,108,91.5,91.5,118.0,133.3,1,0,1.180327868852459,0.5669886602267955,1,27,26,1,31
750,44,77,12,25,22,27,3,33,36,30,23,6,6,1,122,91.5,91.5,133.3,118.0,1,1,1.3333333333333333,0.6863186318631863,-3,25,17,0,32
751,39,83,11,27,22,26,6,39,45,21,32,5,17,6,111,104.5,104.5,106.2,112.9,1,0,1.062200956937799,0.5876747141041931,-11,27,35,0,18
752,39,97,7,29,33,42,13,36,49,22,17,8,7,11,118,104.5,104.5,112.9,106.2,3IN4,1,1.1291866028708133,0.5109109802563214,6,31,27,0,33
